00838826,74
00838826,556
12006760,672
12002678,586
12002678,586
14250222,392
00066990,556
12689260,688
00959882,864
00959882,864
12006786,688
12006786,279
12006799,181
12006799,556
14370667,688
14770222,688
12010816,586
12010816,586
12010816,586
12528528,586
00028887,700
00028887,30
12003055,306
12006838,688
13968330,30
13968330,30
12039949,306
12006851,30
12017524,366
15095430,181
14405494,688
12108576,28
12108576,28
12108576,28
12108576,28
00356487,28
12038441,240
15542136,725
12007410,556
00412101,306
00412101,490
12017589,509
15087279,688
13494090,586
13494090,74
13494090,74
13494090,74
12226122,366
12226122,700
12276198,366
01262158,28
01262158,28
12003523,28
12003523,28
12003523,586
12003523,181
14533856,864
14042261,181
13729741,754
01028353,725
01028353,586
01209586,586
12007488,545
12007488,545
12008515,103
01075049,209
01075049,279
15542877,545
12003588,28
12003588,28
12003588,586
12003588,28
12003588,74
12003588,74
12003601,74
12003601,556
12003614,28
12003614,28
12007514,556
00512344,586
00512344,586
00512344,586
01385216,556
01385216,556
12720707,366
12720707,700
15158870,688
14232802,279
00756471,74
12011193,28
15381326,688
12003692,556
12003692,28
12003692,28
12003692,28
12003692,74
12003705,74
12003705,74
12003705,74
00866750,28
00866750,28
00866750,28
00866750,28
15402165,700
15167281,28
15167281,28
15167281,28
15167281,28
15167281,74
01287794,74
01287794,74
15091114,306
12003809,74
13539577,74
13539577,28
13539577,28
13539577,28
13539577,28
12003848,700
14312869,74
12003900,586
12003900,586
00650456,688
12011388,279
12003939,279
12008554,103
00136579,688
15116750,700
12325494,366
14385227,688
12004004,725
12004004,725
00214189,700
06494051,28
06494051,28
06494051,556
04590341,725
12004030,74
12004030,74
15271047,28
15271047,28
15271047,28
12008567,366
12008567,392
14518893,688
12111813,181
12004147,545
14969629,688
00839749,181
00839749,181
12029757,366
12036699,556
12036699,556
12036699,556
12036699,279
00792520,545
14161055,306
13772342,688
13772342,306
03498900,864
00118509,545
01346060,545
15119350,688
00916683,306
00951965,306
00951965,279
12007631,700
01142675,181
01142675,688
12008593,672
00545403,586
00545403,586
12008606,700
12008606,209
12008606,366
14877615,74
13981226,688
05514514,74
02627393,700
00939511,74
00939511,74
00939511,74
00137008,181
01081926,725
12008619,279
12011622,28
12011622,28
12011622,28
14805010,280
13166893,209
12008632,361
15397225,688
12109187,209
12109187,74
14839239,864
14839239,864
12004433,586
12004433,586
12004433,586
12004433,586
00549810,545
14716636,306
15035383,306
15035383,688
13522261,74
12011908,586
12011908,586
12011908,586
00716691,209
01037453,586
01037453,586
13976676,509
15400748,392
01192647,586
12007722,729
12004836,754
02984828,556
02984828,556
14574000,725
15073018,729
15073018,729
00181273,545
12007748,366
12004875,586
12004875,586
12004875,586
00052833,586
00052833,586
00052833,586
12007761,392
12008645,459
14269787,366
14269787,285
14269787,725
00319866,74
00319866,279
12007787,556
00850487,209
15547570,700
12008658,209
15183791,688
14586012,366
14586012,754
00553671,688
00973285,729
00973285,306
13378923,279
12008463,366
12008463,306
15307395,586
15307395,556
14081638,725
12007839,725
12007839,181
01360217,586
12005096,279
14382965,209
14382965,209
06001234,366
06001234,366
00130690,586
00130690,586
01219570,688
00663963,306
12569868,864
00534041,285
00917749,586
00917749,586
00380823,586
00113062,361
14798796,280
00471342,490
14361723,392
14557672,279
13497301,688
13497301,30
01061061,490
12008710,459
15164993,688
01069264,864
01091559,688
14960243,366
12007917,30
12007917,30
12005330,28
12005330,28
12005330,28
12005330,74
12005330,74
12005330,74
00230699,306
00230699,366
00993656,545
12007930,729
12007956,306
12007956,366
12444353,556
12444353,556
12005369,586
12005369,586
12005369,586
00963886,688
13776814,392
13776814,392
14209207,700
14209207,700
01113269,209
12268736,688
12007969,279
12007969,279
13475344,366
13475344,366
15092557,725
12308321,306
15314259,545
00786943,556
00786943,556
13964508,545
12005473,586
12005473,586
12005473,586
12012506,586
12012506,586
12012506,586
01415909,280
00379978,306
15248310,366
00845066,556
00845066,586
12005915,586
12005915,586
12008021,700
00890553,392
00077624,556
12733850,74
15270241,28
15270241,28
15270241,28
13130259,490
00125490,586
00125490,586
00993214,586
00993214,586
00993214,586
12006097,586
12006097,586
01248053,688
00132549,306
00382708,399
12008086,30
12034164,729
13934595,688
14935192,556
01220714,586
05575224,209
